StateName,DistrictName,BlockName,Season,Sector,Category,Crop,QueryType,QueryText,KccAns,CreatedOn,year,month
HARYANA,AMBALA,SAHA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,आपके जिले में मौसम का हाल परिवर्तनशील बना हुआ है बारिश की संभावना नहीं है अधिकतम तापमान 22 डिग्री  सेंटीग्रेड व न्यूनतम तापमान 11 डिग्री सेंटीग्रेड व  हवा की गति 15 से 20 किलोमीटर प्रति घंटे की रफ्तार से चलने की संभावना बनी हुई है,2023-02-03T14:23:21.55,2023,2
TELANGANA,SURYAPET,MELLA CHERVU,NA,AGRICULTURE,Cereals,Paddy (Dhan),	Plant Protection	,Bacterial leaf blight in paddy,RECOMMENDED  TO SPRAY STREPTOCYCLINE   20 GRAM  / 200 LITRES OF WATER /ACRE ,2023-02-03T14:23:58.227,2023,2
BIHAR,BHOJPUR,AGIAON,NA,AGRICULTURE,Millets,Maize (Makka),Sowing Time and Weather,Sowing time of zaid maize ,प्रिय कृषक बंधू गरमा मक्का की बुआई का समय 15 फरवरी से 20 अप्रैल तक है | ,2023-02-03T14:24:02.393,2023,2
BIHAR,BHOJPUR,AGIAON,NA,AGRICULTURE,Others,Others,Cultural Practices,Farmer asked about Which vegetable should be planted in which month  ,"फरवरी -भिंडी,बैगन,करेला,परवल,कुंदरू,लोिबया,फ्रेंचबीन,लौकी,नेनुआ,झिंगनी,खीरा,टमाटर,तरबूज,खरबूज,मूली की खेती कर सकते है। ",2023-02-03T14:24:32.14,2023,2
TAMILNADU,COIMBATORE,ANAMALAI,NA,HORTICULTURE,Plantation Crops,Coconut,	Plant Protection	,Asked about how much quantity Monocrotophos and cantof mixed with water,கேள்வி: மோனோகுரோட்டோபாஸ் எந்த அளவு தண்ணீரில் கலந்து தென்னை மரத்திற்கு கட்டுவது பதில்: நூறு மில்லி தண்ணீரில் மூன்று மில்லி மருந்து கலந்து பயன்படுத்தலாம். ,2023-02-03T14:25:32.327,2023,2
PUNJAB,PATIALA,NABHA,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,"Information regarding the foliar spray for increasing grain yield of Wheat?
",ਕਣਕ ਦੀ ਫਸਲ ਤੋਂ ਵੱਧ ਝਾੜ ਲੈਣ ਲਈ 2% ਪੋਟਾਸ਼ੀਅਮ ਨਾਈਟਰੇਟ ਐੱਨ.ਪੀ.ਕੇ 13:00:45 (2 ਕਿਲੋ ਐੱਨ.ਪੀ.ਕੇ 13:00:45 ਨੂੰ 100 ਲੀਟਰ ਪਾਣੀ ਵਿੱਚ ਪਾ ਕੇ) ਦਾ ਗੋਭ ਵਾਲਾ ਪੱਤਾ ਨਿਕਲਣ ਵੇਲੇ ਅਤੇ ਬੂਰ ਪੈਣ ਵੇਲੇ ਛਿੜਕਾਅ ਕਰੋ ,2023-02-03T14:25:33.06,2023,2
BIHAR,ROHTAS,KOCHAS,NA,AGRICULTURE,Others,Others,Government Schemes,"Information About Installment status Under Pradhanmantri kisan samman nidhi scheme…?
","श्रीमान जी PM किसान सम्मान निधि योजना के लिए www.pmkisan.gov.inc.in पर जानकारी ले सकते है,कृषि विभाग और ब्लॉक से सम्पर्क करे-1800-115526
",2023-02-03T14:26:01.73,2023,2
GUJARAT,KACHCHH,BHACHAU,NA,AGRICULTURE,Others,Others,Government Schemes, Ask about information on  PM - KISAN beneficiary status,	પ્રધાનમંત્રી કિસાન સમ્માન નિધિ યોજના નું બેનેફિશ્યિરી સ્ટેટ્સ ચેક કરવા માટે આ લિંક ઉપર ક્લિક કરો https://pmkisan.gov.in/beneficiarystatus.aspx,2023-02-03T14:27:34.24,2023,2
TELANGANA,WARANGAL,PARKAL,NA,AGRICULTURE,Millets,Maize (Makka),	Plant Protection	,???????? ??? ???? ??????,మాంకోజెబ్ 2.5 గ్రా. లీటరు నీటిలొ కలిపి పిచికారి చేయాలి.,2023-02-03T14:27:36.283,2023,2
KERALA,KOTTAYAM,ERATTUPETTA,NA,AGRICULTURE,Others,Others,Government Schemes,Asked about PM Kisan Samman Nidhi account status,"Responded to Upload all documents (Aadhar, Bankpassbook, Land Tax Receipt - 2018 & recent)",2023-02-03T14:29:49.99,2023,2
HIMACHAL PRADESH,UNA,HAROLI,NA,AGRICULTURE,Cereals,Wheat,Nutrient Management,Information regarding fertilizer for growth enhancer for wheat ?,गेहूं में पत्तियों के पीलेपन और थोड़ी बढ़वार के लिए मैंगनीज सल्फेट @ 5 ग्राम + यूरिया @ 10 ग्राम प्रति 1 लीटर पानी के हिसाब से छिड़काव करें |,2023-02-03T14:30:32.327,2023,2
UTTAR PRADESH,CHITRAKOOT,RAMNAGAR,NA,AGRICULTURE,Others,Others,Government Schemes,farmer query about PM Kisan Samman Nidhi Yojana Status ,"श्रीमान प्रधानमंत्री किसान सम्मान निधि खाते से जुड़ी किसी भी समस्या एवं अधिक जानकारी के लिए अपने जनपद के कृषि भवन मे कृषि उपनिदेशक कार्यालय में या हेल्पलाइन न0 18001801488 पर संपर्क करे
",2023-02-03T14:30:48.63,2023,2
RAJASTHAN,PRATAPGARH,Peepalkhoont,NA,HORTICULTURE,Condiments and Spices,Coriander,Field Preparation,FARMER ASKED ABOUT TO SOWING TIME IN CORINDER,धनिया बोने का सबसे उपयुक्त समय 15 अक्टूबर से 15 नवम्बर है ।,2023-02-03T14:32:21.76,2023,2
BIHAR,PASHCHIM CHAMPARAN,BETTIAH,NA,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),	Plant Protection	,query about plant protection,किसान भाई गन्ने में बुवाई के बाद Copper Oxychloride 50% WP 3 ग्राम/लीटर पानी में मिलाकर स्प्रे करे,2023-02-03T14:32:33.63,2023,2
TAMILNADU,KANNIYA KUMARI,KILLIYOOR,NA,AGRICULTURE,Others,Others,Training and Exposure Visits,Asked about Veterinary department contact number,"பதவி : மண்டல இணை இயக்குனர் (கால்நடை பராமரிப்பு)
கைபேசி எண் : 9445001195
லேண்ட்லைன் எண் : 04652222512",2023-02-03T14:32:55.27,2023,2
RAJASTHAN,PRATAPGARH,Chhoti Sadari,NA,HORTICULTURE,Drug and Narcotics,OPIUM POPY,	Plant Protection	,"ASKED ABOUT TO DISEASE CONTROL IN OPIUM POPY ?
"," मेटालेक्सिल 8% + मेन्कोजेब 64% डब्लू.पी.(रिडोमिल एम ज़ेड) दवा का 2 ग्राम प्रति लीटर पानी में घोल बनाकर छिड़काव करें।

",2023-02-03T14:33:41.193,2023,2
UTTARAKHAND,TEHRI GARWAL,THAULDHAR,NA,ANIMAL HUSBANDRY,Animal,Goat,Animal Breeding,"
farmer asked about to  Uttarakhand Bakri Palan Yojana  ?","
Uttarakhand Bakri Palan Yojana  के तहत बकरी फार्म खोलने के लिए आप 2 लाख से लेकर 25 लाख रूपये तक का लोन प्राप्त कर सकते हैं। राज्य के जो लोग स्वरोजगार करना चाहते हैं, वो उत्तराखंड बकरी पालन योजना का लाभ ले सकते हैं। इस योजना के तहत ग्रामीण क्षेत्र के बेरोजगार लोगों को प्राथमिकता दी जाएगी",2023-02-03T14:33:49.15,2023,2
MADHYA PRADESH,SAGAR,MALTHONE,NA,AGRICULTURE,Others,Others,Government Schemes,farmer wants to know information about cm kisan kalyan scheme?,--मुख्यमंत्री किसान कल्याण योजना की जानकारी आप इस saara.mp.gov.in वेबसाइट से चेक कर सकते हैं,2023-02-03T14:34:06.73,2023,2
BIHAR,SITAMARHI,SONBARSA,NA,AGRICULTURE,Cereals,Triticale,Weather,Farmer asked query on Weather,"किसान भाई, आपके क्षेत्र में अगले पॉँच दिनों में बारिश नहीं होने की संभावना है, आंशिक रूप से बादल छाए रहेंगे। कल का अपेक्षित अधिकतम तापमान 25 डिग्री सेल्सियस और न्यूनतम तापमान 11 डिग्री सेल्सियस और हवा की गति 6 किलोमीटर प्रति घंटा चलने की संभावना है  |  ",2023-02-03T14:34:13.627,2023,2
UTTARAKHAND,TEHRI GARWAL,THAULDHAR,NA,ANIMAL HUSBANDRY,Animal,Buffel Grass (Anjan Grass),Livestock Products Processing and Packaging,TELL ME ABOUT SUBSIDY ON DAIRY MILCH  ANIMALS  BY NABARD BANK,"
नाबार्ड बैंक के द्वारा डेयरी पशुओं पर 25 %(सामान्य वर्ग तथा OBC ) व् 33.33 %(SC ,ST ) वर्ग  के किसानो के लिए अनुदान दिया जा रहा है ",2023-02-03T14:34:42.533,2023,2
PUNJAB,MANSA,JHUNIR,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,ਮੌਸਮ - 2-3 ਦਿਨ ਮੀਂਹ ਦੀ ਕੋਈ ਸੰਭਾਵਨਾ ਨਹੀਂ ਹੈ ਅਤੇ ਮੌਸਮ ਬੱਦਲਵਾਈ ਰਹਿਣ ਦੀ ਸੰਭਾਵਨਾ ਹੈ  I ਵੱਧ ਤੋਂ ਵੱਧ ਤਾਪਮਾਨ 17 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਅਤੇ ਘੱਟ ਤੋਂ ਘੱਟ 5 ਡਿਗਰੀ ਸੈਲਸੀਅਸ ਰਹੇਗਾ ਅਤੇ ਹਵਾ ਦੀ ਗਤੀ 15 ਕਿਲੋਮੀਟਰ ਪ੍ਰਤੀ ਘੰਟਾ ਹੈ ,2023-02-03T14:35:18.24,2023,2
UTTAR PRADESH,BADAUN,SAMRER,NA,AGRICULTURE,Others,Others,Government Schemes,Give information about of Kisan Credit Card ..?,श्रीमानजी किसान क्रेडिट कार्ड के लिए बैंक के फील्ड ऑफिसर से संपर्क करें आप और आप प्रधानमंत्री किसान सम्मान निधि योजना का लाभ जिस बैंक से मिल रहा है उस बैंक से संपर्क करे जिसका ब्याज दर 4% से 7% लगेगा और आपको एक लाख से ₹160000 तक लोन मिलेगा,2023-02-03T14:35:49.597,2023,2
KERALA,KANNUR,TALIPARAMBA,NA,AGRICULTURE,Others,Others,	Plant Protection	,Asked about management of mealy bug in Rambutan,"Recommended to spray neem oil garlic emulsion (20ml neem oil+20g garlic+5g barsoap+1 litre water) or Azadirachtin @ 5ml per litre water.
Spray Verticillium @ 20g per litre water.
In case of severe incidence, spray Thiamethoxam 25 WG @ 2-4 gram/10 litre of water.
",2023-02-03T14:35:55.137,2023,2
HIMACHAL PRADESH,KANGRA,BAIJNATH,NA,AGRICULTURE,Others,Others,Government Schemes,"Information regarding PM Kisan Samman Nidhi scheme installment issue in context with land seeding  ?
",प्रधानमंत्री किसान सम्मान निधि योजना में  किस्त न आने का कारण आपके स्टेटस में लैंड सीडिंग -नो दिखाया गया है इस समस्या के समाधान के लिए आप अपने क्षेत्र के पटवारी जी के माध्यम से अपनी जमीन के दस्तावेजों को योजना से लिंक कराएं।,2023-02-03T14:37:07.567,2023,2
PUNJAB,SANGRUR,AHMEDGARH,NA,AGRICULTURE,Cereals,Wheat,Fertilizer Use and Availability,"Information regarding total fertilizer application in Wheat crop?
","ਕਣਕ ਦੀ ਫਸਲ ਲਈ ਖਾਦ-90 ਕਿਲੋ ਯੂਰੀਆ, 55 ਕਿਲੋ ਡੀਏਪੀ ਜਾਂ 155 ਕਿਲੋ ਸੁਪਰ ਫਾਸਫੇਟ, 40 ਕਿਲੋ ਮਿਉਰੇਟ ਆਫ਼ ਪੋਟਾਸ਼ (ਗੁਰਦਾਸਪੁਰ, ਹੁਸ਼ਿਆਰਪੁਰ ਰੋਪੜ ਅਤੇ ਸ਼ਹੀਦ ਭਗਤ ਸਿੰਘ ਨਗਰ ਜ਼ਿਲ੍ਹਿਆਂ ਵਿੱਚ) ਜਾਂ 20 ਕਿਲੋ ਮਿਉਰੀਏਟ ਆਫ਼ ਪੋਟਾਸ਼ ਪੰਜਾਬ ਦੇ ਹੋਰ ਖੇਤਰਾਂ ਵਿੱਚ ਪਾਓ।",2023-02-03T14:37:21.607,2023,2
RAJASTHAN,HANUMANGARH,HANUMANGARH,NA,AGRICULTURE,Others,Others,Market Information,Farmer asked price detail of Cotton in Goluwala mandi.,"02/02/2023
Mandi  : Goluwala
Commodity : Cotton
(Modal Price): 8490/Quintal",2023-02-03T14:37:40.92,2023,2
HARYANA,KARNAL,GHARAUNDA (PART),NA,AGRICULTURE,Others,Others,Government Schemes,"Information regarding to subsidy on agriculture machinery ?
","कृषि यंत्रों पर सब्सिडी की जानकारी के लिए लॉगिन करें  www.agriharyanacrm.com   और बेहतर जानकारी के लिए आप कृषि और किसान कल्याण विभाग से संपर्क करें - ,0172-2521900,1800-180-2117.CONTROL ROOM  NO. 9650046443,8570891566, 8427154405
",2023-02-03T14:38:18.297,2023,2
JHARKAND,GODDA,GODDA,NA,HORTICULTURE,Fruits,Mango,"Water Management, Micro Irrigation",water management in mango,प्रिय कृषक बंधु आम में मंजर आने पर सिंचाई नहीं किया जाता ना ही किसी दवा का छिड़काव किया जाता है |,2023-02-03T14:38:51.4,2023,2
UTTAR PRADESH,BAREILLY,BHOJIPURA,NA,AGRICULTURE,Others,Others,Weather,Farmer asked query on Weather,"महोदय जी-आपके के क्षेत्र में  3  फरवरी   से 9   फरवरी तक मौसम साफ रहेगा|आज का  न्यूनतम तापमान 12 डिग्री सेल्सियस तथा अधिकतम तापमान 21   डिग्री सेल्सियस रहने की संभावना है ,हवा की गति 7  से 11   किलोमीटर प्रति घंटा की रफ्तार से चलने की संभावना है , अतः मौसम के अनुसार कृषि कार्य करें | ",2023-02-03T14:39:24.3,2023,2
